985,153000371477,16-05-11,16:56:05
985,153000372731,16-05-12,10:31:14
985,153000403137,16-05-12,10:35:22
985,153000403248,16-05-12,10:41:24
985,153000352732,16-05-12,10:46:23
985,153000368572,16-05-12,10:55:40
985,153000405540,16-05-12,11:00:30
985,153000403897,16-05-12,11:04:55
985,153000407417,16-05-12,11:10:18
985,153000405478,16-05-12,11:14:16
985,153000400949,16-05-12,11:19:07
985,153000406476,16-05-12,11:24:11
985,153000402239,16-05-12,11:27:59
985,153000353312,16-05-12,11:32:37
985,153000405853,16-05-12,11:42:08
985,153000407128,16-05-12,11:56:35
985,153000402535,16-05-12,12:02:08
985,153000407233,16-05-12,13:51:01
985,153000401628,16-05-12,14:05:51
985,153000404860,16-05-12,14:13:59
985,153000401362,16-05-12,14:18:14
985,153000402570,16-05-12,14:26:01
985,153000406811,16-05-12,14:31:48
985,153000404750,16-05-12,14:39:04
985,153000405154,16-05-12,14:43:23
985,153000405925,16-05-12,14:51:57
985,153000406330,16-05-12,15:05:06
985,153000401620,16-05-12,15:16:21
985,153000402889,16-05-12,15:21:12
985,153000403295,16-05-12,15:25:51
985,153000406031,16-05-12,15:32:47
985,153000404956,16-05-12,15:38:34
985,153000400546,16-05-12,15:45:13
985,153000404213,16-05-13,09:36:38
985,153000356801,16-05-14,11:19:13
985,153000376136,16-05-14,11:28:28
985,153000371943,16-05-14,11:37:43
985,153000364576,16-05-14,11:44:32
985,153000374351,16-05-14,11:49:22
985,153000371708,16-05-14,11:55:23
985,153000372339,16-05-14,12:03:50
985,153000374351,16-05-14,12:14:10
985,153000371224,16-05-14,12:21:35
985,153000373373,16-05-14,12:23:57
985,153000403168,16-05-14,12:33:18
985,153000402873,16-05-14,12:37:17
985,153000404875,16-05-14,12:49:44
985,153000401772,16-05-14,12:58:52
985,153000404213,16-05-14,13:13:44
985,153000353794,16-05-14,13:28:11
985,153000402963,16-05-14,14:34:53
985,153000407411,16-05-14,15:00:33
985,153000352056,16-05-14,15:04:43
985,153000407635,16-05-14,15:15:39
985,153000406505,16-05-14,15:26:08
985,153000399653,16-05-14,15:48:46
985,153000405736,16-05-14,16:08:11
985,153000407303,16-05-15,09:45:13
985,153000402631,16-05-15,10:17:29
985,153000404281,16-05-15,10:29:57
985,153000407023,16-05-15,10:41:08
985,153000351496,16-05-15,10:46:06
985,153000403244,16-05-15,11:16:02
985,153000406793,16-05-15,11:29:27
985,153000404497,16-05-15,12:45:34
985,153000373778,16-05-15,12:55:52
985,153000404272,16-05-15,13:03:49
985,153000373608,16-05-15,13:06:21
985,153000407066,16-05-15,13:13:04
985,153000406261,16-05-15,13:30:13
985,153000407337,16-05-15,13:49:51
985,153000407425,16-05-15,14:07:20
985,153000407324,16-05-15,14:22:16
985,153000407139,16-05-16,09:58:38
985,153000404328,16-05-16,10:06:18
985,153000406251,16-05-16,10:13:39
985,153000352066,16-05-16,10:17:49
985,153000400989,16-05-16,10:37:13
985,153000407421,16-05-16,10:40:39
985,153000352306,16-05-16,10:53:51
985,153000406307,16-05-16,11:02:08
985,153000400903,16-05-16,11:07:39
985,153000407175,16-05-16,11:20:30
985,153000400619,16-05-16,11:32:35
985,153000400487,16-05-16,11:38:19
985,153000401582,16-05-16,11:42:05
985,153000402481,16-05-16,13:13:50
985,153000402472,16-05-16,13:23:18
985,153000407358,16-05-16,13:29:59
985,153000405493,16-05-16,13:49:07
985,153000400062,16-05-16,14:01:56
985,153000352985,16-05-16,14:07:14
985,153000402189,16-05-16,14:13:16
985,153000404260,16-05-16,14:22:07
985,153000402189,16-05-16,14:27:19
985,153000402230,16-05-16,14:35:39
985,153000400715,16-05-16,14:41:40
985,153000403761,16-05-17,09:43:23
985,153000405499,16-05-17,10:19:41
